nombre;tipo;detalle_tipo_rotacion;tema;fecha_edicion;fecha_inicio;fecha_fin;anio;mes;dia_inicio;dia_fin;fecha_texto;sitioWeb;categoria;frecuencia;agrupacion;provincia;entidadOrganizadora;sedeRaw;localidad;sedeOriginalLLM;sedeRaw_corregida;sedeMatchScore;sedeRequiereRevision;entidadOriginalLLM;matchScore;requiereRevision
Expo Apícola 2025;Exposición;Provincial;Agricultura y ganadería;2025-09-01;2025-09-05;2025-09-06;2025;setiembre;5;6;5 y 6 de setiembre;https://www.mendoza.gov.ar/prensa/lavalle-sera-sede-de-la-28-edicion-de-la-expo-apicola-2025/;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;ERROR;Consejo Apícola (Yrigoyen 550, Villa Tulumoya);Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Colectividades 2025: llega octubre con el evento más esperado de Guaymallén;Evento Cultural;Nacional;Cultura;2025-10-01;2025-10-09;2025-10-11;2025;octubre;9;11;del 9 al 11 de octubre;https://www.guaymallen.gob.ar/colectividades-2025-llega-octubre-con-el-evento-mas-esperado-de-guaymallen/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;ERROR;Boulevard Dorrego (entre Comandante Espora y Juan B. Justo), Guaymallén;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Sociedad El domingo: 14ªedición del regional departamental de Juegos y Destrezas Criollas;Evento Deportivo Nacional;Provincial;Deporte y ocio;2025-10-16;2025-10-16;2025-10-16;2025;octubre;16;16;16/10/2025;https://diariosanrafael.com.ar/la-escuela-jose-tico-russo-celebro-el-dia-internacional-del-turismo-con-actividades-especiales/;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;ERROR;;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Conversatorio de Análisis del conflicto en Medio Oriente;Encuentro;Nacional - Regional (Cuyo);Derecho;2025-10-02;2025-10-23;2025-10-23;2025;octubre;23;23;23 de octubre de 2025;https://derecho.uncuyo.edu.ar/jornada-de-analisis-del-conflicto-en-medio-oriente;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;aula H, Facultad de Derecho UNCUYO;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Desfile Cívico-Militar del 75° Aniversario de Malargüe;Evento Cultural;Local;Cultura;2025-10-16;;;2025;;;;;https://www.malargue.gov.ar/agua-escondida-recibio-la-primavera-con-fiesta-musica-y-tradiciones/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;ERROR;Malargüe;MALARGUE;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Escuelas de la UNCUYO: aspirantes repasaron cómo serán los exámenes de ingreso;Encuentro;Nacional - Regional (Cuyo);Educación;2025-09-28;2025-10-04;2025-10-11;2025;octubre;4;11;sábado 4 de octubre y sábado 11 de octubre;https://www.uncuyo.edu.ar/prensa/escuelas-de-la-uncuyo-aspirantes-repasaron-como-seran-los-examenes-de-ingreso;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Escuelas de la UNCUYO;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Jornada anual de Prevención de Adicciones en la Escuela Técnica Jorge Raúl Barraquero;Jornada;Local;Psicología;2025-09-26;2025-09-26;2025-09-26;2025;septiembre;26;26;Durante la mañana de este viernes;https://alvearmendoza.gob.ar/jornada-anual-de-prevencion-de-adicciones-en-la-escuela-tecnica-jorge-raul-barraquero/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Escuela Técnica N° 4-113 Ingeniero Jorge Raúl Barraquero;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
ESTUDIANTINA 2025;Evento Cultural;Provincial;Cultura;2025-09-29;2025-09-21;2025-09-21;2025;septiembre;21;21;21 de septiembre;https://lapazmendoza.gob.ar/2025-sep-la-paz-celebro-a-lo-grande-la-estudiantina-2025/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;ERROR;Plaza 9 de Julio;LA PAZ;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Independiente Rivadavia recibe este domingo a Huracán;Evento Deportivo Nacional;Nacional;Fútbol;2025-09-27;2025-09-28;2025-09-28;2025;septiembre;28;28;27 de septiembre de 2025 (fecha de publicación) y domingo a las 19.30 (fecha del partido);https://www.mendovoz.com/deportes/ftbol/2025/9/27/independiente-rivadavia-recibe-este-domingo-huracan-162006.html;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;ERROR;Chase Stadium;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Salida al Parque Deportivo de Montaña 25 Septiembre 2025;Jornada;Local;Deporte y ocio;2025-09-25;2025-10-04;2025-10-04;2025;octubre;4;4;sábado 4 de octubre;https://www.uda.edu.ar/index.php/categoria-uda/1771-salida-al-parque-deportivo-de-montana;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Parque Deportivo de Montaña ( Punto de encuentro: ver ubicación );MENDOZA;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Quieren llegar al Congreso, pero antes pasan por el CUC: estudiantes harán un nuevo debate entre aspirantes;Encuentro;Provincial;Gobierno/Sindical;2025-09-23;2025-09-25;2025-09-25;2025;septiembre;25;25;25 de septiembre;https://www.unidiversidad.com.ar/quieren-llegar-al-congreso-pero-antes-pasan-por-el-cuc-estudiantes-haran-un-nuevo-debate-entre-aspirantes;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Colegio Universitario Central (San Martín 290, Ciudad);MENDOZA;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Tour Divisadero Largo;Otro tipo de evento;Local;Ecología y medio ambiente;2025-09-19;2025-09-21;2025-09-21;2025;septiembre;21;21;domingo 21 de septiembre;https://www.mendovoz.com/ciudad/2025/9/19/empeza-la-primavera-en-lareserva-natural-divisadero-largo-161629.html;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;ERROR;Reserva Natural Divisadero Largo (Ruta Provincial N.º99, Ciudad);Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Estudiantina 2025;Evento Cultural;Local;Cultura;2025-04-09;2025-09-06;2025-09-28;2025;septiembre;6;28;del sábado 6 de septiembre al domingo 28 de septiembre;https://lapazmendoza.gob.ar/2025-sep-la-paz-se-prepara-para-vivir-la-estudiantina-2025/;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;ERROR;Municipalidad de La Paz;LA PAZ;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
